Timestamp,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,Y1,Y2
1/28/2021,275.5668776,338.4883966,731.4621709,7.71371519,6.438118291,20.40179065,31.33080169,102.0746835,29.4718846,1,5.69,31.33029515,15.5,91.06254262,1.1,102.0616519,1,338.3812236,20.40190736,-378.7276371,492.1462025,5.97,6.38,0.5
1/29/2021,265.435865,231.9556962,904.8692489,7.641162447,6.675005,18.7832827,30.78080169,101.0580169,28.95924789,1,6.38,30.80749958,15.5,90.51994599,1.1,100.9595555,1.013204768,231.9565401,18.78430738,-377.5647679,505.742616,6.595,6.3,0.43
2/1/2021,248.7368421,243.2484211,804.0668611,7.442778947,6.603258779,15.71726975,29.63494737,99.28021053,28.11254189,1,6.3,29.63332484,15.5,89.62001663,1.1,99.29427579,1.004849074,243.2543158,15.71686891,-372.5507368,492.4705263,6.6,6.59,0.44
2/2/2021,240.7736915,279.0257736,795.7003666,7.312773677,6.506717284,13.32982383,28.58697076,98.7745537,27.71202392,1,6.59,28.57452449,15.5,89.19064272,1.1,98.77346618,1.021304735,278.9243679,13.32905088,-368.7845121,489.6176134,6.86,7.07,0.44
2/3/2021,221.3651899,378.4449367,802.794308,7.254594937,6.976879114,10.98162175,28.24409283,94.33270042,26.73512511,1,7.07,28.24224093,15.5,88.14872089,1.1,97.07385401,1.050207257,378.3464135,10.98150445,-367.9964135,470.1208861,7.485,8.45,0.55
2/4/2021,217.18925,393.5745,939.873565,7.5132025,7.06769405,13.07036938,28.25325,96.79825,26.51138675,1,8.45,28.247048,15.5,87.9196015,1.1,96.711565,1.06376095,393.57225,13.070868,-363.73925,459.8625,8.805,8.55,0.52
2/5/2021,210.6592827,344.0677215,854.034538,7.326696203,7.033231878,8.911761118,27.7757384,96.33607595,26.19160823,1,8.55,27.78093734,15.5,87.57191329,1.1,96.33013165,1.058703038,344.0339662,8.910894262,-357.5023207,453.3924051,8.915,7.92,0.57
2/8/2021,208.6288421,272.7117895,781.0293558,7.188787368,7.024667537,8.922908695,27.67473684,96.31705263,26.09808484,1,7.92,27.65979284,15.5,87.47237958,1.1,96.21966989,1.057449158,272.7077895,8.923291263,-350.5877895,461.9423158,8.12,7.79,0.43
2/9/2021,218.3495675,255.0391841,692.1383171,7.157758192,6.943355542,9.111849409,27.77006381,96.74273877,26.49957103,1,7.79,27.79034826,15.5,87.98430173,1.1,96.78306253,1.044901705,255.0332849,9.111332606,-338.8777722,468.0425022,8.025,7.98,0.42
2/10/2021,208.6326316,263.6336842,745.4773453,7.042869474,6.996842253,8.096007411,27.57073684,96.272,26.09502674,1,7.98,27.54575663,15.5,87.46383368,1.1,96.21046463,1.053147095,263.656,8.094869053,-334.9755789,468.7174737,8.2,7.99,0.39
2/11/2021,208.0618143,272.1820675,809.6929557,7.508677215,7.097710105,8.750689873,27.89367089,96.24514768,26.06276878,1,7.99,27.89824895,15.5,87.4318135,1.1,96.1844903,1.068281414,272.1940928,8.75046365,-133.3316456,454.7913502,8.21,8.1,0.39
